,bankcode,bankbrifname,type,placetype,county,district,address,longitude,latitude,lngOfDisCenter,latOfDisCenter,lngOfCouCenter,latOfCouCenter,units,stdLongitude,stdLatitude,dbscan組,縣市據點數
24,808,玉山,2,大賣場百貨,新北市,新店區,安祥路85號,121.480684,24.962302,121.5316565,24.93039008,121.6739,24.91571,1,0.00813148128275687,-0.9765775444618408,581,3709
25,13,國世,2,便利商店,新北市,新莊區,中正路829巷22弄1號1樓,121.421572,25.027061,121.4367535,25.0358303,121.6739,24.91571,1,-0.7233835923621759,-0.06857799460165964,580,3709
26,13,國世,2,便利商店,新北市,新莊區,福營路336號,121.421683,25.026966,121.4367535,25.0358303,121.6739,24.91571,1,-0.7220099597126716,-0.06991000956846065,580,3709
27,13,國世,2,便利商店,新北市,樹林區,忠孝街99號1樓,121.424452,24.980972,121.401034,24.97970609,121.6739,24.91571,1,-0.68774339388977,-0.7148015504549831,579,3709
28,13,國世,2,便利商店,新北市,樹林區,忠孝街45號號,121.42419,24.981791,121.401034,24.97970609,121.6739,24.91571,1,-0.6909856619453201,-0.703318179319922,579,3709
29,13,國世,2,便利商店,新北市,樹林區,味王街3號,121.404438,24.974785,121.401034,24.97970609,121.6739,24.91571,1,-0.9354180231348026,-0.8015507778208412,578,3709
30,700,郵局,2,其他私場所,新北市,樹林區,味王街55號,121.40452,24.973496,121.401034,24.97970609,121.6739,24.91571,1,-0.9344032674837779,-0.8196241177391488,578,3709
31,13,國世,2,便利商店,新北市,泰山區,黎專路2之2號,121.419611,25.06613,121.4162785,25.05549774,121.6739,24.91571,1,-0.7476511025024788,0.4792166658083122,577,3709
32,7,一銀,2,學校,新北市,泰山區,泰林路三段22號,121.419616,25.065895,121.4162785,25.05549774,121.6739,24.91571,1,-0.7475892271578891,0.4759216814166889,577,3709
33,13,國世,2,便利商店,新北市,汐止區,保一街41號,121.674395,25.0801,121.6546992,25.07331322,121.6739,24.91571,1,2.4053184556845975,0.6750929719827038,576,3709
34,13,國世,2,便利商店,新北市,汐止區,保一街39號,121.674218,25.080172,121.6546992,25.07331322,121.6739,24.91571,1,2.40312806848672,0.6761024991154482,576,3709
35,13,國世,2,便利商店,新北市,板橋區,松江街52號1樓,121.468735,25.027291,121.4579675,25.01186453,121.6739,24.91571,1,-0.13973821717076226,-0.06535311626089439,575,3709
36,13,國世,2,便利商店,新北市,板橋區,松江街25號1樓,121.468684,25.026731,121.4579675,25.01186453,121.6739,24.91571,1,-0.14036934568536605,-0.07320499396008395,575,3709
37,13,國世,2,便利商店,新北市,林口區,自強二街8號,121.397487,25.078325,121.3527235,25.1000868,121.6739,24.91571,1,-1.0214371271560947,0.6502053239182842,574,3709
38,13,國世,2,便利商店,新北市,林口區,粉寮路一段66號,121.397141,25.078731,121.3527235,25.1000868,121.6739,24.91571,1,-1.025718901000259,0.6558979352502191,574,3709
39,9,彰銀,2,其他私場所,新北市,林口區,工六路1號,121.398726,25.078937,121.3527235,25.1000868,121.6739,24.91571,1,-1.0061044167716586,0.6587863045466864,574,3709
40,13,國世,2,便利商店,新北市,林口區,忠孝路1號1樓,121.36432,25.075889,121.3527235,25.1000868,121.6739,24.91571,1,-1.4318810378269544,0.6160496559268246,573,3709
41,13,國世,2,大賣場百貨,新北市,林口區,忠孝路32號,121.364558,25.075258,121.3527235,25.1000868,121.6739,24.91571,1,-1.42893577142547,0.6072022723050822,573,3709
42,13,國世,2,便利商店,新北市,八里區,中山路25號,121.421403,25.158995,121.4138359,25.13812763,121.6739,24.91571,1,-0.725474979008639,1.7812963489066802,572,3709
43,13,國世,2,大賣場百貨,新北市,八里區,中山路一段25號,121.421403,25.158995,121.4138359,25.13812763,121.6739,24.91571,1,-0.725474979008639,1.7812963489066802,572,3709
44,13,國世,2,便利商店,新北市,八里區,中山路一段131號1樓,121.413349,25.159199,121.4138359,25.13812763,121.6739,24.91571,1,-0.8251437840420903,1.7841566757828142,571,3709
45,13,國世,2,便利商店,新北市,八里區,中山路1段125號1樓,121.413521,25.159317,121.4138359,25.13812763,121.6739,24.91571,1,-0.823015272188803,1.7858111785837216,571,3709
46,13,國世,2,大賣場百貨,新北市,八里區,中山路一段109號,121.414107,25.15977,121.4138359,25.13812763,121.6739,24.91571,1,-0.8157634818052127,1.7921627867939611,571,3709
47,13,國世,2,便利商店,新北市,鶯歌區,建國路53之5號,121.355127,24.95492,121.3466269,24.9566258,121.6739,24.91571,1,-1.5456450463535756,-1.0800821179893472,570,3709
48,808,玉山,2,便利商店,新北市,鶯歌區,文化路６８號之１,121.355341,24.954349,121.3466269,24.9566258,121.6739,24.91571,1,-1.542996781605981,-1.0880882290004943,570,3709
49,13,國世,2,便利商店,新北市,深坑區,北深路三段152號(東南科大四維樓),121.604744,25.004432,121.6200624,24.99767506,121.6739,24.91571,1,1.5433825307548101,-0.3858639596997164,569,3709
50,6,合庫,2,學校,新北市,深坑區,北深路三段152號,121.604744,25.004432,121.6200624,24.99767506,121.6739,24.91571,1,1.5433825307548101,-0.3858639596997164,569,3709
51,700,郵局,2,學校,新北市,深坑區,北深路3段152號,121.604744,25.004432,121.6200624,24.99767506,121.6739,24.91571,1,1.5433825307548101,-0.3858639596997164,569,3709
52,13,國世,2,便利商店,新北市,淡水區,新市五路二段51號,121.43034,25.199892,121.463904,25.18907636,121.6739,24.91571,1,-0.6148789881240956,2.354721781520376,568,3709
53,13,國世,2,便利商店,新北市,淡水區,新市五路2段3號1樓,121.42907,25.200286,121.463904,25.18907636,121.6739,24.91571,1,-0.6305953256449525,2.360246138330162,568,3709
54,13,國世,2,便利商店,新北市,淡水區,後洲路一段50號,121.428863,25.200365,121.463904,25.18907636,121.6739,24.91571,1,-0.6331569649100159,2.361353813934197,568,3709
55,13,國世,2,便利商店,新北市,瑞芳區,金光路36號1樓,121.85744,25.108649,121.8232018,25.0981293,121.6739,24.91571,1,4.670512945049428,1.0753845013293146,567,3709
56,700,郵局,1,行內營業所,新北市,瑞芳區,金光路51之1號,121.857757,25.108319,121.8232018,25.0981293,121.6739,24.91571,1,4.674435841895288,1.0707575019708901,567,3709
57,13,國世,2,便利商店,新北市,石碇區,華梵路1號,121.692105,24.980018,121.6472277,24.94714107,121.6739,24.91571,1,2.6244809261516346,-0.7281777849639585,566,3709
58,700,郵局,1,行內營業所,新北市,石碇區,華梵路1號,121.692105,24.980018,121.6472277,24.94714107,121.6739,24.91571,1,2.6244809261516346,-0.7281777849639585,566,3709
59,13,國世,2,便利商店,新北市,蘆洲區,三民路３７８-３號,121.464226,25.092005,121.4712461,25.08927173,121.6739,24.91571,1,-0.19553740290401703,0.8420154791413152,565,3709
60,13,國世,2,捷運站,新北市,蘆洲區,三民路386號B1(2號出口),121.464624,25.09154,121.4712461,25.08927173,121.6739,24.91571,1,-0.1906121254761902,0.8354956164089267,565,3709
61,822,中信,2,便利商店,新北市,三峽區,介壽路1段27號,121.375674,24.933215,121.4163094,24.88209766,121.6739,24.91571,1,-1.2913745053773222,-1.384412484883776,564,3709
62,13,國世,2,便利商店,新北市,三峽區,長泰街80號,121.376526,24.933243,121.4163094,24.88209766,121.6739,24.91571,1,-1.2808309466626508,-1.3840198909988115,564,3709
63,822,中信,2,便利商店,新北市,三峽區,國學街13號,121.372962,24.942093,121.4163094,24.88209766,121.6739,24.91571,1,-1.3249356922721476,-1.259932180931303,563,3709
64,13,國世,2,便利商店,新北市,三峽區,國學街31號,121.372794,24.942295,121.4163094,24.88209766,121.6739,24.91571,1,-1.327014703849728,-1.2570998964755022,563,3709
65,13,國世,2,大賣場百貨,新北市,三峽區,學成路97號,121.373283,24.941393,121.4163094,24.88209766,121.6739,24.91571,1,-1.3209632951507557,-1.2697470280552652,563,3709
66,822,中信,2,便利商店,新北市,新莊區,思源路388號,121.461139,25.038406,121.4367535,25.0358303,121.6739,24.91571,1,-0.2337392406414863,0.09049263485776218,562,3709
67,822,中信,2,便利商店,新北市,新莊區,中正路72號,121.458854,25.038171,121.4367535,25.0358303,121.6739,24.91571,1,-0.26201627311000525,0.08719765046613889,562,3709
68,8,華銀,2,其他私場所,新北市,新莊區,中正路66號,121.459978,25.03883,121.4367535,25.0358303,121.6739,24.91571,1,-0.2481066956506045,0.0964376279728956,562,3709
69,13,國世,2,捷運站,新北市,新莊區,源里2鄰思源路18號B1(3號出口),121.460731,25.039587,121.4367535,25.0358303,121.6739,24.91571,1,-0.2387882687584925,0.1070516840769781,562,3709
70,13,國世,2,捷運站,新北市,新莊區,源里2鄰思源路18號B1(2號出口),121.460731,25.039587,121.4367535,25.0358303,121.6739,24.91571,1,-0.2387882687584925,0.1070516840769781,562,3709
71,13,國世,2,捷運站,新北市,新莊區,思源路20號,121.460507,25.039866,121.4367535,25.0358303,121.6739,24.91571,1,-0.24156028419509057,0.11096360171638135,562,3709
72,822,中信,2,便利商店,新北市,新莊區,化成路429之4號,121.464896,25.05974,121.4367535,25.0358303,121.6739,24.91571,1,-0.1872461067316366,0.3896211327765115,561,3709
73,13,國世,2,便利商店,新北市,新莊區,化成路812號,121.465119,25.059685,121.4367535,25.0358303,121.6739,24.91571,1,-0.18448646636374544,0.38884996621677415,561,3709
74,822,中信,2,便利商店,新北市,新店區,安和里安民路72號,121.5166043,24.9666332,121.5316565,24.93039008,121.6739,24.91571,1,0.452647669194672,-0.9158488789427025,560,3709
75,6,合庫,2,其他公場所,新北市,新店區,安和路一段25之5號,121.517045,24.965247,121.5316565,24.93039008,121.6739,24.91571,1,0.45810136206505914,-0.9352850804902125,560,3709
76,822,中信,2,便利商店,新北市,新店區,安康路一段222之1號,121.523833,24.963622,121.5316565,24.93039008,121.6739,24.91571,1,0.5421033298533604,-0.9580695470280438,559,3709
77,822,中信,2,便利商店,新北市,新店區,安康路1段283號,121.523653,24.963446,121.5316565,24.93039008,121.6739,24.91571,1,0.5398758174488351,-0.9605372800192135,559,3709
78,822,中信,2,便利商店,新北市,新店區,北宜路二段4號,121.54765,24.951846,121.5316565,24.93039008,121.6739,24.91571,1,0.8368403461784326,-1.1231833180738402,558,3709
79,13,國世,2,便利商店,新北市,新店區,北宜路二段18號1樓,121.547937,24.951639,121.5316565,24.93039008,121.6739,24.91571,1,0.8403919909567552,-1.1260857085804992,558,3709
80,822,中信,2,便利商店,新北市,新店區,中興路1段252號,121.544663,24.966705,121.5316565,24.93039008,121.6739,24.91571,1,0.7998760153322295,-0.9148421560519765,557,3709
81,822,中信,2,便利商店,新北市,新店區,中興路1段193號,121.543195,24.965216,121.5316565,24.93039008,121.6739,24.91571,1,0.7817094141664299,-0.9357197380057017,557,3709
82,8,華銀,2,其他私場所,新北市,新店區,中興路一段222號,121.544307,24.966132,121.5316565,24.93039008,121.6739,24.91571,1,0.7954704907988858,-0.9228763094834567,557,3709
83,4,臺銀,2,公務機關,新北市,新店區,中興路一段248號1樓,121.54445,24.966255,121.5316565,24.93039008,121.6739,24.91571,1,0.7972401256535178,-0.9211517006316913,557,3709
84,822,中信,2,便利商店,新北市,新店區,北宜路二段269號,121.554734,24.953674,121.5316565,24.93039008,121.6739,24.91571,1,0.9245053343651772,-1.0975525458700663,556,3709
85,822,中信,2,便利商店,新北市,新店區,北宜路2段82之2號,121.553755,24.953322,121.5316565,24.93039008,121.6739,24.91571,1,0.9123901418983499,-1.1024880118524056,556,3709
86,13,國世,2,大賣場百貨,新北市,新店區,北宜路二段82-7號,121.55434,24.953402,121.5316565,24.93039008,121.6739,24.91571,1,0.9196295572130574,-1.1013663150382285,556,3709
87,822,中信,2,便利商店,新北市,新莊區,中和街61號,121.44749,25.047065,121.4367535,25.0358303,121.6739,24.91571,1,-0.40264655624881696,0.2119022937814771,555,3709
88,13,國世,2,便利商店,新北市,新莊區,中誠街161號1樓,121.448402,25.047373,121.4367535,25.0358303,121.6739,24.91571,1,-0.3913604933992452,0.21622082651603636,555,3709
89,822,中信,2,便利商店,新北市,新店區,玫瑰路58巷4號,121.495234,24.946657,121.5316565,24.93039008,121.6739,24.91571,1,0.1881887339815971,-1.195939377682943,554,3709
90,13,國世,2,便利商店,新北市,新店區,玫瑰路58巷1號,121.495437,24.94651,121.5316565,24.93039008,121.6739,24.91571,1,0.19070087297112953,-1.1980004955789565,554,3709
91,808,玉山,2,大賣場百貨,新北市,新店區,如意街95號,121.49534,24.947119,121.5316565,24.93039008,121.6739,24.91571,1,0.1895004912865116,-1.1894615785810791,554,3709
92,700,郵局,1,行內營業所,新北市,新店區,如意街112號,121.496682,24.946932,121.5316565,24.93039008,121.6739,24.91571,1,0.20610783376921385,-1.1920835448842062,554,3709
93,822,中信,2,便利商店,新北市,新店區,環河路16號,121.537274,24.961673,121.5316565,24.93039008,121.6739,24.91571,1,0.708436631126569,-0.9853968856632499,553,3709
94,807,永豐,2,大賣場百貨,新北市,新店區,環河路22號B1,121.537246,24.961963,121.5316565,24.93039008,121.6739,24.91571,1,0.7080901291969722,-0.9813307347118893,553,3709
95,822,中信,2,便利商店,新北市,新店區,碧潭路14號,121.534727,24.956361,121.5316565,24.93039008,121.6739,24.91571,1,0.6769173306026758,-1.059877554124118,552,3709
96,822,中信,2,便利商店,新北市,新店區,永業路6號,121.533862,24.956246,121.5316565,24.93039008,121.6739,24.91571,1,0.666212895992001,-1.0614899932945008,552,3709
97,13,國世,2,便利商店,新北市,新店區,碧潭路37號,121.53408,24.956326,121.5316565,24.93039008,121.6739,24.91571,1,0.6689106610153025,-1.0603682964803236,552,3709
98,822,中信,2,便利商店,新北市,新店區,錦秀路13號,121.479479,24.944718,121.5316565,24.93039008,121.6739,24.91571,1,-0.00678047675860994,-1.2231265042163333,551,3709
99,700,郵局,1,行內營業所,新北市,新店區,錦秀路5號,121.479415,24.944941,121.5316565,24.93039008,121.6739,24.91571,1,-0.00757248116904141,-1.219999774346859,551,3709
100,822,中信,2,便利商店,新北市,新店區,新烏路2段382號,121.551238,24.909441,121.5316565,24.93039008,121.6739,24.91571,1,0.881242093441819,-1.7177527356346516,550,3709
101,700,郵局,1,行內營業所,新北市,新店區,新烏路2段392號,121.551456,24.909227,121.5316565,24.93039008,121.6739,24.91571,1,0.8839398584651205,-1.7207532746125513,550,3709
102,822,中信,2,便利商店,新北市,新店區,安成街35號,121.509835,24.961071,121.5316565,24.93039008,121.6739,24.91571,1,0.3688771151950411,-0.9938376541898861,549,3709
103,822,中信,2,便利商店,新北市,新店區,安德街72號,121.51031,24.96178,121.5316565,24.93039008,121.6739,24.91571,1,0.374755272929303,-0.9838966161742999,549,3709
104,13,國世,2,便利商店,新北市,新店區,安德街71巷2號,121.510316,24.961485,121.5316565,24.93039008,121.6739,24.91571,1,0.3748295233427755,-0.9880328731765685,549,3709
105,822,中信,2,便利商店,新北市,新店區,安民街154號,121.516771,24.969998,121.5316565,24.93039008,121.6739,24.91571,1,0.45471059318274,-0.8686703109387254,548,3709
106,822,中信,2,便利商店,新北市,新店區,安民街133巷11號,121.516009,24.969152,121.5316565,24.93039008,121.6739,24.91571,1,0.4452807906701555,-0.8805322547485593,548,3709
107,13,國世,2,便利商店,新北市,新店區,安民街136號,121.516604,24.969476,121.5316565,24.93039008,121.6739,24.91571,1,0.45264395667404234,-0.8759893826511846,548,3709
108,700,郵局,2,學校,新北市,新店區,安興路25號,121.514932,24.96881,121.5316565,24.93039008,121.6739,24.91571,1,0.4319528414498275,-0.8853275086291327,548,3709
109,822,中信,2,便利商店,新北市,新店區,安民街346號,121.516952,24.975527,121.5316565,24.93039008,121.6739,24.91571,1,0.45695048065614813,-0.7911470398694325,547,3709
110,822,中信,2,便利商店,新北市,新店區,安和里安民路335號,121.517213,24.974847,121.5316565,24.93039008,121.6739,24.91571,1,0.4601803736426396,-0.8006814627898627,547,3709
111,13,國世,2,便利商店,新北市,新店區,安民街336號,121.517259,24.975124,121.5316565,24.93039008,121.6739,24.91571,1,0.4607496268126537,-0.7967975875707927,547,3709
112,822,中信,2,便利商店,新北市,新店區,安祥路111號,121.475464,24.956841,121.5316565,24.93039008,121.6739,24.91571,1,-0.05646637844830274,-1.0531473732391057,546,3709
113,13,國世,2,便利商店,新北市,新店區,安祥路113號,121.475217,24.956773,121.5316565,24.93039008,121.6739,24.91571,1,-0.059523020470083725,-1.0541008155311835,546,3709
114,822,中信,2,便利商店,新北市,板橋區,永豐路87號,121.473532,25.019079,121.4579675,25.01186453,121.6739,24.91571,1,-0.08037501159012621,-0.1804952942354193,545,3709
115,13,國世,2,便利商店,新北市,板橋區,永豐街51之1號,121.473988,25.017955,121.4579675,25.01186453,121.6739,24.91571,1,-0.07473198016534036,-0.19625513447451476,545,3709
116,822,中信,2,便利商店,新北市,板橋區,漢生東路310號,121.471326,25.008679,121.4579675,25.01186453,121.6739,24.91571,1,-0.10767441361444464,-0.3263158800774899,544,3709
117,822,中信,2,便利商店,新北市,板橋區,漢生東路309號,121.471774,25.008209,121.4579675,25.01186453,121.6739,24.91571,1,-0.10213038274107264,-0.3329058488607365,544,3709
118,822,中信,2,便利商店,新北市,板橋區,民治街52巷1號,121.479432,25.03319,121.4579675,25.01186453,121.6739,24.91571,1,-0.007362104997506812,0.01735800257393632,543,3709
119,13,國世,2,便利商店,新北市,板橋區,民治街57巷2號,121.47962,25.033443,121.4579675,25.01186453,121.6739,24.91571,1,-0.005035592041743465,0.020905368748708363,543,3709
120,13,國世,2,便利商店,新北市,板橋區,仁化街186號,121.478714,25.034089,121.4579675,25.01186453,121.6739,24.91571,1,-0.016247404477842724,0.029963070523174377,543,3709
121,822,中信,2,便利商店,新北市,林口區,中山路250號,121.385985,25.07958,121.3527235,25.1000868,121.6739,24.91571,1,-1.1637751698049488,0.6678019426905778,542,3709
122,806,元大,2,大賣場百貨,新北市,林口區,中山路248號地下一樓之3號,121.386315,25.079516,121.3527235,25.1000868,121.6739,24.91571,1,-1.1596913970634362,0.6669045852392661,542,3709
123,822,中信,2,便利商店,新北市,林口區,中湖40號之9,121.383411,25.091525,121.3527235,25.1000868,121.6739,24.91571,1,-1.1956285971897316,0.8352852982563027,541,3709
124,13,國世,2,便利商店,新北市,林口區,湖北里湖子48號之1,121.383582,25.092749,121.3527235,25.1000868,121.6739,24.91571,1,-1.193512460405327,0.852447259513107,541,3709
125,822,中信,2,便利商店,新北市,板橋區,金門街330號,121.428291,24.984759,121.4579675,25.01186453,121.6739,24.91571,1,-0.6402355043288956,-0.6617032275142373,540,3709
126,822,中信,2,便利商店,新北市,板橋區,篤行路三段玉平巷76弄8號,121.42769,24.985797,121.4579675,25.01186453,121.6739,24.91571,1,-0.6476729207462549,-0.6471492113503684,540,3709
127,822,中信,2,便利商店,新北市,板橋區,溪城路105號,121.427466,24.98278,121.4579675,25.01186453,121.6739,24.91571,1,-0.6504449361830289,-0.689451202454741,540,3709
128,13,國世,2,便利商店,新北市,板橋區,金門街366號1樓,121.427314,24.984014,121.4579675,25.01186453,121.6739,24.91571,1,-0.6523259466579575,-0.6721490290962207,540,3709
129,808,玉山,2,大賣場百貨,新北市,板橋區,金門街357號,121.42865,24.98489,121.4579675,25.01186453,121.6739,24.91571,1,-0.6357928545887277,-0.6598664489810392,540,3709
130,13,國世,2,大賣場百貨,新北市,板橋區,金門街378號,121.426897,24.983825,121.4579675,25.01186453,121.6739,24.91571,1,-0.6574863503950845,-0.6747990378196809,540,3709
131,822,中信,2,便利商店,新北市,板橋區,金門街175號,121.432547,24.99005,121.4579675,25.01186453,121.6739,24.91571,1,-0.5875672110308944,-0.5875170044670924,539,3709
132,13,國世,2,便利商店,新北市,板橋區,金門街206號,121.432467,24.990205,121.4579675,25.01186453,121.6739,24.91571,1,-0.5885572165439776,-0.5853437168896461,539,3709
133,808,玉山,2,大賣場百貨,新北市,板橋區,金門街159號,121.43268,24.990385,121.4579675,25.01186453,121.6739,24.91571,1,-0.5859213268652659,-0.5828198990577602,539,3709
134,822,中信,2,便利商店,新北市,新莊區,民安西路390號,121.42823,25.010392,121.4367535,25.0358303,121.6739,24.91571,1,-0.6409903835326789,-0.30229754704409867,538,3709
135,13,國世,2,便利商店,新北市,新莊區,民安西路321號1樓,121.427546,25.011165,121.4367535,25.0358303,121.6739,24.91571,1,-0.6494549306697697,-0.2914591515772007,538,3709
136,13,國世,2,便利商店,新北市,新莊區,西盛街390號,121.427668,25.012796,121.4367535,25.0358303,121.6739,24.91571,1,-0.6479451722623792,-0.26859055777827,538,3709
137,13,國世,2,大賣場百貨,新北市,新莊區,民安西路309號,121.427105,25.011507,121.4367535,25.0358303,121.6739,24.91571,1,-0.6549123360609623,-0.2866638976965776,538,3709
138,822,中信,2,便利商店,新北市,板橋區,三民路一段31巷14號,121.47999,25.023088,121.4579675,25.01186453,121.6739,24.91571,1,-0.00045681654351336466,-0.12428426263534093,537,3709
139,13,國世,2,便利商店,新北市,板橋區,翠華街6巷1號1樓,121.480322,25.024031,121.4579675,25.01186453,121.6739,24.91571,1,0.0036517063359406154,-0.11106226143832292,537,3709
140,822,中信,2,便利商店,新北市,新莊區,福德三街70號,121.46057,25.058873,121.4367535,25.0358303,121.6739,24.91571,1,-0.2407806548535419,0.37746474355290444,536,3709
141,808,玉山,2,便利商店,新北市,新莊區,思源路555號,121.459441,25.058229,121.4367535,25.0358303,121.6739,24.91571,1,-0.2547521076575323,0.36843508419887133,536,3709
142,822,中信,2,便利商店,新北市,新莊區,頭興街186號,121.460911,25.053674,121.4367535,25.0358303,121.6739,24.91571,1,-0.23656075635396714,0.3045684718420856,535,3709
143,13,國世,2,便利商店,新北市,新莊區,中原東路91號1樓,121.462289,25.054281,121.4367535,25.0358303,121.6739,24.91571,1,-0.2195079113904302,0.3130793464195799,535,3709
144,13,國世,2,大賣場百貨,新北市,新莊區,中原東路192號,121.46117,25.054535,121.4367535,25.0358303,121.6739,24.91571,1,-0.23335561350524126,0.3166407338045933,535,3709
145,822,中信,2,便利商店,新北市,板橋區,大觀路一段59號,121.447569,25.005889,121.4579675,25.01186453,121.6739,24.91571,1,-0.40166892580461644,-0.3654350564716718,534,3709
146,7,一銀,2,學校,新北市,板橋區,大觀路一段59號,121.447569,25.005889,121.4579675,25.01186453,121.6739,24.91571,1,-0.40166892580461644,-0.3654350564716718,534,3709
147,700,郵局,2,學校,新北市,板橋區,大觀路1段59號,121.447569,25.005889,121.4579675,25.01186453,121.6739,24.91571,1,-0.40166892580461644,-0.3654350564716718,534,3709
148,822,中信,2,便利商店,新北市,板橋區,僑中一街124巷3弄1號,121.445845,25.012353,121.4579675,25.01186453,121.6739,24.91571,1,-0.4230035446123178,-0.27480195388674367,533,3709
149,822,中信,2,便利商店,新北市,板橋區,僑中一街104號,121.446592,25.01181,121.4579675,25.01186453,121.6739,24.91571,1,-0.41375936813367825,-0.2824154710129262,533,3709
150,13,國世,2,便利商店,新北市,板橋區,僑中一街125巷8弄2號,121.445161,25.011108,121.4579675,25.01186453,121.6739,24.91571,1,-0.4314680917495845,-0.29225836055727134,533,3709
151,13,國世,2,便利商店,新北市,板橋區,僑中一街124巷11弄1號,121.445904,25.012938,121.4579675,25.01186453,121.6739,24.91571,1,-0.422273415546476,-0.26659954593316426,533,3709
152,13,國世,2,大賣場百貨,新北市,板橋區,僑中一街82號,121.44734,25.011717,121.4579675,25.01186453,121.6739,24.91571,1,-0.40450281658598003,-0.283719443559394,533,3709
